부처명,번호,사업명,페이지_시작,페이지_끝,총괄표_찾음,총괄표_라인번호,has_추경,has_요구,서브앵커_라인,수집라인,추출숫자,숫자개수,매핑방법,budget_2024,budget_2025,budget_2025_sup,budget_2026_req,budget_2026,change_amount,change_rate,총괄표_원문,fallback_표구조
기후에너지환경부,301,국가하천유지보수,2632,2643,True,67,True,False,69.0,"A | 257,294 | 262,157 | 262,157 | 296,948 | 296,948 | 34,791 | 13.3","257,294 | 262,157 | 262,157 | 296,948 | 296,948 | 34,791 | 13.3",7,7열(1차(break)),257294.0,262157.0,262157.0,296948.0,296948.0,34791.0,13.3,"- 2632 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
국가하천유지보수
257,294
262,157
262,157
296,948
296,948
34,791
13.3
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
기후에너지환경부,302,국립생태원 출연,2644,2656,True,65,True,False,67.0,"A | 74,942 | 70,242 | 70,242 | 76,928 | 76,928 | 6,686 | 9.5","74,942 | 70,242 | 70,242 | 76,928 | 76,928 | 6,686 | 9.5",7,7열(1차(break)),74942.0,70242.0,70242.0,76928.0,76928.0,6686.0,9.5,"- 2644 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
국립생태원 출연
74,942
70,242
70,242
76,928
76,928
6,686
9.5
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
 1) 사업목적·내용
  - (인건비) 국립생태원 임·직원 651명 인건비
  - (경상경비) 국립생태원 기관운영을 위한 공공요금 및 제세 등 기본경비
  - (예비비) 공공기관 평가기관 평가결과에 따라 지급되는 경영평가 성과급
  - (사업비)「국립생태원의 설립 및 운영에 관한 법률」에 따른 사업 추진을 위한 경비
    · 생태조사·연구·평가, 기후대별 생태계 변화 관찰 및 적응 등 연구
    · 생태계 복원에 관한 연구 및 기술개발 사업 추진
    · 생태계 교란생물 및 유전자 변형 생물체의 생태계 위해 관리에 관한 연구
    · 동·식물 등 생태 관련 전시, 체험 및 홍보시설 조성과 운영
    · 생태관련 전문인력 양성, 교육프로그램 개발 및 운영
    · 멸종위기 야생생물 보전, 증식 및 복원에 관한 사업 등
구분
2024
2025",
기후에너지환경부,303,극한지스마트광역탐사를위한로봇-ICT융합기술개발(R&D),2657,2665,True,67,False,False,75.0,"광역탐사를위한 | 로봇-ICT융합 | 기술개발(R&D) | - | - | - | 3,500 | 3,500 | 3,500 | 순증 | 2024 | 2025 | 2026 | [실집 | 행액] | [실집행 | 액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집행 | 액]","DASH | DASH | DASH | 3,500 | 3,500 | 3,500 | 순증",7,7열(2차(nobreak)),,,,3500.0,3500.0,3500.0,,"- 2657 -

가. 지출계획 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 계획 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
o (극한지 스마트 광역탐사를 위한 로봇-ICT 융합기술 개발) 첨단 로봇과 ICT 기술을
융합하여 극지(남극) 대륙 탐사 및 연구과정에서 발생하는 고비용, 성능제약 및인
목명
2024년 
결산
2025년 계획
2026년
증감
(B-A)
당초(A)
수정
정부안
확정(B)
(B-A)/A
극한지스마트
광역탐사를위한
로봇-ICT융합
기술개발(R&D)
-
-
-
3,500
3,500
3,500
순증
2024
2025
2026
계획
계획액
(수정)
계획
현액
집행액",
기후에너지환경부,304,기후변화 적응 수재해 관리 기술개발사업(R&D),2666,2675,True,68,True,False,70.0,"A | 수재해 관리 | 기술개발사업(R&D) | - | - | - | 29,897 | 29,897 | 29,897 | 순증","DASH | DASH | DASH | 29,897 | 29,897 | 29,897 | 순증",7,7열(1차(break)),,,,29897.0,29897.0,29897.0,,"- 2666 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
기후변화 적응 
수재해 관리 
기술개발사업(R&D)
-
-
-
29,897
29,897
29,897
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산",
기후에너지환경부,305,기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업,2676,2682,True,69,True,False,71.0,"A | 위한 생태계복원 | 및 관리 | 기술개발사업 | - | - | - | 5,900 | 5,900 | 5,900 | 순증","DASH | DASH | DASH | 5,900 | 5,900 | 5,900 | 순증",7,7열(1차(break)),,,,5900.0,5900.0,5900.0,,"- 2676 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
기후변화 적응을 
위한 생태계복원 
및 관리 
기술개발사업
-
-
-
5,900
5,900
5,900
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
 1) 사업목적·내용
  - (기후변화 적응을 위한 생태계 복원 및 관리 기술) 기후변화 적응을 위한 자연생태계 
복원 및 관리 기술 개발로 국토의 생태적 지속가능성 확보  
2024
2025
2026
예산
예산액
(추경)
예산
현액",
기후에너지환경부,306,대기오염측정망 구축·운영,2683,2702,True,81,True,False,83.0,"A | 구축·운영 | 52,071 | 51,504 | 51,504 | 47,356 | 48,182 | 826 | 1.6","52,071 | 51,504 | 51,504 | 47,356 | 48,182 | 826 | 1.6",7,7열(1차(break)),52071.0,51504.0,51504.0,47356.0,48182.0,826.0,1.6,"- 2683 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
대기오염측정망 
구축·운영
52,071
51,504
51,504
47,356
48,182
826
1.6
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
기후에너지환경부,307,데이터센터탄소중립을위한열관리기술개발(R&D),2703,2709,True,69,True,False,71.0,"중립을위한열관리 | 기술개발(R&D) | - | - | - | 1,600 | 1,600 | 1,600 | 순증 | 해당없음","DASH | DASH | DASH | 1,600 | 1,600 | 1,600 | 순증",7,7열(1차(break)),,,,1600.0,1600.0,1600.0,,"- 2703 -

가. 예산 총괄표 
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
데이터센터탄소
중립을위한열관리
기술개발(R&D)
-
-
-
1,600
1,600
1,600
순증
<이관 내역>
해당없음
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- 데이터센터의 에너지 절감 및 탄소중립 실현을 위해 고효율 인랙 냉각시스템,
초박형 슬림팬, 광센싱 기반 AI 열관리 시스템 핵심 기술의 조기확보
2024
2025
2026
예산
예산액
(추경)
예산
현액",
기후에너지환경부,308,디지털 담수화 플랜트 농축수 자원화 기술개발사업,2710,2718,True,77,True,False,79.0,"A | 농축수 자원화 | 기술개발사업(R&D) | - | 3,700 | 3,700 | 7,800 | 7,800 | 4,100 | 110.8","DASH | 3,700 | 3,700 | 7,800 | 7,800 | 4,100 | 110.8",7,7열(1차(break)),,3700.0,3700.0,7800.0,7800.0,4100.0,110.8,"- 2710 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
디지털 담수화 플랜트 
농축수 자원화 
기술개발사업(R&D)
-
3,700
3,700
7,800
7,800
4,100
110.8
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산",
기후에너지환경부,309,무탄소에너지핵심기술개발사업(R&D),2719,2739,True,151,False,False,,기술개발 | 2024 | 2025 | 2026 | ) | [실집 | 행액] | [실집 | 행액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집 | 행액],,0,실패(2차(nobreak)) → fallback필요,,,,,,,,"- 2720 -

가. 지출계획 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 계획 내역
(단위: 백만원)
기술개발
2024
2025
2026
계획
계획액
(수정
)
계획
현액
집행액
[실집
행액]
이월액불용액
계획액
계획
현액
집행액
[실집
행액]
전년도 이월액 
제외
이월
예상액
불용
예상액
당초
수정
계획
현액
집행액
[실집
행액]
○
기능별 분류(합
계)","목명 | 2024년↵결산 | 2025년 계획 |  | 2026년 |  | 증감↵(B-A)/↵(B-A)↵A | 
 |  | 당초(A) | 수정 | 정부안 | 확정(B) |  | (B-A)/↵A
무탄소에너지↵핵심기술개발↵사업(R&D) | 29,252 | 59,182 | 59,182 | 68,827 | 70,052 | 10,870 | 18.4"
기후에너지환경부,310,물산업정책 및 국제협력,2740,2751,True,68,True,False,70.0,"A | 국제협력 | 5,591 | 5,042 | 5,042 | 6,919 | 7,919 | 2,877 | 57.1","5,591 | 5,042 | 5,042 | 6,919 | 7,919 | 2,877 | 57.1",7,7열(1차(break)),5591.0,5042.0,5042.0,6919.0,7919.0,2877.0,57.1,"- 2740 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
물산업정책 및 
국제협력
5,591
5,042
5,042
6,919
7,919
2,877
57.1
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
기후에너지환경부,311,미래변화 대응 수자원 안정성 확보 기술개발사업(R&D),2752,2761,True,72,True,False,74.0,"수자원 안정성 확보 | 기술개발사업(R&D) | 9,500 | 16,720 | 16,720 | 22,380 | 22,380 | 5,660 | 33.9","9,500 | 16,720 | 16,720 | 22,380 | 22,380 | 5,660 | 33.9",7,7열(1차(break)),9500.0,16720.0,16720.0,22380.0,22380.0,5660.0,33.9,"
- ii -
가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
미래변화 대응 
수자원 안정성 확보 
기술개발사업(R&D)
9,500
16,720
16,720
22,380
22,380
5,660
33.9
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
미래변화 대응 
수자원 안정성 확보 
기술개발사업
(R&D)
2024
2025(12월 말 기준)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집",
기후에너지환경부,312,블록체인 기반 살생물제 정보 지능형 공정관리 기술개발사업(R&D),2762,2769,True,72,True,False,74.0,"A | 살생물제 정보 | 지능형 공정 | 관리기술 개발 | 사업(R&D) | - | - | - | 7,000 | 7,000 | 순증 | 순증","DASH | DASH | DASH | 7,000 | 7,000 | 순증 | 순증",7,7열(1차(break)),,,,7000.0,7000.0,,,"- 2762 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
블록체인 기반 
살생물제 정보 
지능형 공정 
관리기술 개발 
사업(R&D)
-
-
-
7,000
7,000
순증
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]",
기후에너지환경부,313,사업장 미세먼지 관리사업,2770,2787,True,83,True,False,85.0,"A | 관리사업 | 65,817 | 48,953 | 53,604 | 64,078 | 64,078 | 15,125 | 30.9","65,817 | 48,953 | 53,604 | 64,078 | 64,078 | 15,125 | 30.9",7,7열(1차(break)),65817.0,48953.0,53604.0,64078.0,64078.0,15125.0,30.9,"- 2770 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
사업장 미세먼지 
관리사업
65,817
48,953
53,604
64,078
64,078
15,125
30.9
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
기후에너지환경부,314,상수도정보화시스템구축(정보화),2788,2800,True,84,True,False,86.0,"A | 시스템 구축(정보화) | 3,330 | 2,729 | 2,729 | 2,515 | 2,215 | △514 △18.8","3,330 | 2,729 | 2,729 | 2,515 | 2,215 | △514 | △18.8",7,7열(1차(break)),3330.0,2729.0,2729.0,2515.0,2215.0,-514.0,-18.8,"- 2788 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
상수도정보화
시스템 구축(정보화)
3,330
2,729
2,729
2,515
2,215
△514 △18.8
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
기후에너지환경부,315,생물다양성 보전 및 관리,2801,2821,True,88,True,False,90.0,"A | 및 관리 | 3,387 | 3,392 | 3,392 | 3,392 | 3,321 | △71 | △2.1","3,387 | 3,392 | 3,392 | 3,392 | 3,321 | △71 | △2.1",7,7열(1차(break)),3387.0,3392.0,3392.0,3392.0,3321.0,-71.0,-2.1,"- 2801 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
생물다양성 보전 
및 관리
3,387
3,392
3,392
3,392
3,321
△71
△2.1
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
환경문제 
생물종 
연구 
기후에너지
환경부
국립생물자원관
기후환경생물연구과
사업시행주체
-
주요 자생종 
바코드 분석 
및 계통수 
작성 
기후에너지",
기후에너지환경부,316,세라믹분야 스마트그린 제조혁신 지원사업(R&D),2822,2831,True,69,False,False,73.0,"세라믹분야 | 스마트그린 | 제조혁신 | 지원사업(R&D) | (1,233) | 1,233 | 1,233 | 2,052 | 2,052 | 819 | 66.4 | 2024 | 2025 | 2026 | [실집 | 행액] | [실집행 | 액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집행 | 액]","1,233 | 1,233 | 1,233 | 2,052 | 2,052 | 819 | 66.4",7,7열(1차(break)),1233.0,1233.0,1233.0,2052.0,2052.0,819.0,66.4,"- 2822 -

가. 지출계획 총괄표 
(단위: 백만원, %)
□기능별(내역사업별), 목별 계획 내역
(단위: 백만원)
목명
2024년 
결산
2025년 계획
2026년
증감
(B-A)
당초(A)
수정
정부안
확정(B)
(B-A)/A
세라믹분야 
스마트그린 
제조혁신 
지원사업(R&D)
(1,233)
1,233
1,233
2,052
2,052
819
66.4
2024
2025
2026
계획
계획액
(수정)
계획
현액
집행액
[실집
행액]
이월액불용액
계획액",
기후에너지환경부,317,수문조사시설 설치 및 개선,2832,2843,True,66,True,False,68.0,"및 개선 | 154,657 | 93,484 | 15,000 | 97,350 | 97,350 | 3,866 | 4.13","154,657 | 93,484 | 15,000 | 97,350 | 97,350 | 3,866 | 4.13",7,7열(1차(break)),154657.0,93484.0,15000.0,97350.0,97350.0,3866.0,4.13,"- 2832 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
수문조사시설 설치 
및 개선
154,657
93,484
15,000
97,350
97,350
3,866
4.13
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집행액] 이월액불용액본예산
예산
현액
집행액
[실집
행액]",
기후에너지환경부,318,수열에너지 활용기술 및 에너지 믹스 기술개발(R&D),2844,2853,True,69,False,False,73.0,"수열에너지 | 활용 기술 및 | 에너지 믹스 | 기술개발사업 | (R&D) | - | 2,500 | 2,500 | 7,500 | 7,500 | 5,000 | 200.0 | 2024 | 2025 | 2026 | [실집 | 행액] | [실집행 | 액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집행 | 액]","DASH | 2,500 | 2,500 | 7,500 | 7,500 | 5,000 | 200.0",7,7열(1차(break)),,2500.0,2500.0,7500.0,7500.0,5000.0,200.0,"- 2844 -

가. 지출계획 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 계획 내역
(단위: 백만원)
목명
2024년 
결산
2025년 계획
2026년
증감
(B-A)
당초(A)
수정
정부안
확정(B)
(B-A)/A
수열에너지 
활용 기술 및 
에너지 믹스 
기술개발사업
(R&D)
-
2,500
2,500
7,500
7,500
5,000
200.0
2024
2025
2026
계획
계획액
(수정)
계획
현액
집행액
[실집
행액]
이월액불용액",
기후에너지환경부,319,수용가전기설비원격점검및디지털안전기술개발(R&D),2854,2861,True,74,True,False,78.0,"수용가 | 전기설비 | 원격점검 및 | 디지털 | 안전기술개발( | R&D) | - | - | - | 4,000 | 4,000 | 순증 | - | 2024 | 2025 | 2026 | [실집 | 행액] | 산 | [실집 | 행액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집 | 행액]","DASH | DASH | DASH | 4,000 | 4,000 | 순증 | DASH",7,7열(1차(break)),,,,4000.0,4000.0,,,"- 2854 -

가. 예산 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 얘산안 내역
(단위: 백만원)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
수용가 
전기설비 
원격점검 및 
디지털 
안전기술개발(
R&D)
-
-
-
4,000
4,000
순증
-
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]",
기후에너지환경부,320,장거리 고압수소 배관망 고안전성 확보 및 AI기반 안전관리 기술개발(R&D),2862,2869,True,75,True,False,79.0,"장거리 | 고압수소 | 배관망 | 고안전성 | 확보 및 | AI기반 | 안전관리 | 기술개발 | - | - | - | 4,000 | 4,000 | 순증 | - | 2024 | 2025 | 2026 | [실집 | 행액] | 산 | [실집 | 행액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집 | 행액]","DASH | DASH | DASH | 4,000 | 4,000 | 순증 | DASH",7,7열(1차(break)),,,,4000.0,4000.0,,,"- 2862 -

가. 지출계획 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 계획 내역
(단위: 백만원)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
장거리 
고압수소 
배관망 
고안전성 
확보 및 
AI기반 
안전관리 
기술개발
-
-
-
4,000
4,000
순증
-
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액",
기후에너지환경부,321,전력망물리기반AI모델개발및실증(R&D),2870,2877,True,74,True,False,76.0,"모델개발및실증(R&D) | - | - | - | 4,000 | 4,000 | 4,000 | 순증","DASH | DASH | DASH | 4,000 | 4,000 | 4,000 | 순증",7,7열(1차(break)),,,,4000.0,4000.0,4000.0,,"- 2870 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
전력망물리기반AI
모델개발및실증(R&D)
-
-
-
4,000
4,000
4,000
순증
<이관 내역>
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
기후에너지환경부,322,차세대 해양·극지의 환경 및 생태계에 관한 기후예측시스템 개발(R&D),2878,2884,True,72,False,False,76.0,"차세대 | 해양·극지의 | 환경 및 생태계에 | 관한 기후예측 | 시스템 | 개발(R&D) | - | - | - | 4,500 | 4,500 | 4,500 | 순증 | 2024 | 2025 | 2026 | [실집 | 행액] | [실집행 | 액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집행 | 액]","DASH | DASH | DASH | 4,500 | 4,500 | 4,500 | 순증",7,7열(1차(break)),,,,4500.0,4500.0,4500.0,,"- 2878 -

가. 지출계획 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 계획 내역
(단위: 백만원)
목명
2024년 
결산
2025년 계획
2026년
증감
(B-A)
당초(A)
수정
정부안
확정(B)
(B-A)/A
차세대 
해양·극지의 
환경 및 생태계에
관한 기후예측
시스템 
개발(R&D)
-
-
-
4,500
4,500
4,500
순증
2024
2025
2026
계획
계획액
(수정)
계획
현액
집행액
[실집
행액]",
기후에너지환경부,323,폐의류 문제해결 플래그십 재활용 기술개발사업(R&D),2885,2892,True,71,True,False,73.0,"A | 플래그십 재활용 | 기술개발사업 | - | - | - | 3,500 | 3,500 | 3,500 | 순증","DASH | DASH | DASH | 3,500 | 3,500 | 3,500 | 순증",7,7열(1차(break)),,,,3500.0,3500.0,3500.0,,"- 2885 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
폐의류 문제해결 
플래그십 재활용 
기술개발사업
-
-
-
3,500
3,500
3,500
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
 1) 사업목적·내용
  - (사업목적) 폐의류의 순환경제 체계 구축을 위해 분리·선별 자동화 및 물질재활용 등 
순환이용 기술개발
- (주요 내용) 1개 내역사업으로 폐의류의 “자동 분리·선별→전처리(오염제거 등)→재활용
(재생섬유화)”까지 폐의류 전주기 관리 및 순환이용성 향상 기술개발
2024
2025
2026
예산
예산액
(추경)
예산",
기후에너지환경부,324,환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발(R&D),2893,2899,True,69,True,False,71.0,"A | 구축 및 AI 활용 고도화 | 기술개발(R&D) | - | - | - | 6,700 | 6,700 | 순증 | 순증","DASH | DASH | DASH | 6,700 | 6,700 | 순증 | 순증",7,7열(1차(break)),,,,6700.0,6700.0,,,"- 2893 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
환경보건 빅데이터 
구축 및 AI 활용 고도화 
기술개발(R&D)
-
-
-
6,700
6,700
순증
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산",
기후에너지환경부,325,환경정보 융합빅데이터 플랫폼 구축(정보화),2900,2909,True,68,True,False,70.0,"A | 플랫폼 구축(정보화) | 1,852 | 1,838 | 1,838 | 1,838 | 1,838 | 0 | 0","1,852 | 1,838 | 1,838 | 1,838 | 1,838 | 0 | 0",7,7열(1차(break)),1852.0,1838.0,1838.0,1838.0,1838.0,0.0,0.0,"- 2900 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
환경정보 융합빅데이터 
플랫폼 구축(정보화)
1,852
1,838
1,838
1,838
1,838
0
0
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
기후에너지환경부,326,환경정보화기반구축(정보화),2910,2921,True,74,True,False,76.0,"A | 3,090 | 3,039 | 3,039 | 3,103 | 2,923 | △116 | △3.8","3,090 | 3,039 | 3,039 | 3,103 | 2,923 | △116 | △3.8",7,7열(1차(break)),3090.0,3039.0,3039.0,3103.0,2923.0,-116.0,-3.8,"- 2910 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
환경정보화기반구축
3,090
3,039
3,039
3,103
2,923
△116
△3.8
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
기후에너지환경부,327,환경행정 정보서비스 구축(정보화),2922,2935,True,90,True,False,92.0,"A | 서비스 구축(정보화) | 3,864 | 4,377 | 4,377 | 5,487 | 4,788 | 411 | 9.4","3,864 | 4,377 | 4,377 | 5,487 | 4,788 | 411 | 9.4",7,7열(1차(break)),3864.0,4377.0,4377.0,5487.0,4788.0,411.0,9.4,"- 2922 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/
A
환경행정정보
서비스 구축(정보화)
3,864
4,377
4,377
5,487
4,788
411
9.4
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
농림축산식품부,328,AI응용제품 신속 상용화 지원사업(농업),2936,2940,True,66,True,True,68.0,"상용화 지원사업(농업) | - | - | - | 67,500 | 40,000 | 40,000 | 순증","DASH | DASH | DASH | 67,500 | 40,000 | 40,000 | 순증",7,7열(1차(break)),,,,67500.0,40000.0,40000.0,,"- 2936 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
AI 응용제품 신속 
상용화 지원사업(농업)
-
-
-
67,500
40,000
40,000
순증
□ 기능별(내역사업별), 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- AI 등 첨단기술을 접목한 농식품 분야 제품의 신속한 상용화를 통해 현장 문제 
해결및 산업고도화를 촉진, 국민체감형 스마트 농업 제품의 보급 확산 기반 마련
2) 사업개요
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
이월액",
농림축산식품부,329,AX기반지능형농작업협업산업화기술개발(R&D),2941,2947,True,66,True,True,68.0,"농작업협업산업화 | 기술개발(R&D) | - | - | - | 6,975 | 6,975 | 6,975 | 순증","DASH | DASH | DASH | 6,975 | 6,975 | 6,975 | 순증",7,7열(1차(break)),,,,6975.0,6975.0,6975.0,,"- 2941 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
AX기반지능형
농작업협업산업화
기술개발(R&D)
-
-
-
6,975
6,975
6,975
순증
□ 기능별(내역사업별), 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
이월액
불용액
본예산
예산
현액",
농림축산식품부,330,K-수직농장세계화프로젝트(R&D),2948,2956,True,65,True,True,67.0,"프로젝트(R&D) | - | 6,150 | 6,150 | 8,200 | 8,200 | 2,050 | 33.3","DASH | 6,150 | 6,150 | 8,200 | 8,200 | 2,050 | 33.3",7,7열(1차(break)),,6150.0,6150.0,8200.0,8200.0,2050.0,33.3,"- 2948 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
K-수직농장세계화
프로젝트(R&D)
-
6,150
6,150
8,200
8,200
2,050
33.3
□ 기능별(내역사업별), 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
이월액
불용액
본예산
예산
현액
집행액",
